Cliente,Tipo de Transacao,Valor da Transacao,Valor Anterior a Transacao,Valor Apos a Transacao,Horario da Transacao,Classe
clienteF89094,Saque,534.73,6654.78,6120.05,2022-08-15T15:03:46.394349,0
cliente6F2930,PIX,4570.87,6661.48,2090.61,2023-12-24T04:45:06.940827,1
cliente717F94,PIX,1166.65,3605.22,2438.57,2024-10-23T09:31:08.909280,0
cliente166431,Débito,4651.34,9323.53,4672.19,2024-05-04T11:02:09.782028,0
cliente5471A2,PIX,4955.89,12964.19,8008.3,2022-09-17T15:02:25.623761,0
cliente9455EA,Saque,206.31,7769.04,7562.73,2022-10-28T06:41:06.861948,0
cliente9698DA,Débito,3281.44,9993.85,6712.41,2022-08-03T01:41:27.861603,1
clienteA84332,Crédito,1031.96,5029.27,3997.31,2022-09-01T07:53:54.063277,0
cliente1C74C7,Débito,2847.08,8173.05,5325.97,2023-02-13T12:08:15.737816,0
clienteEBE37A,Crédito,2817.49,4042.08,1224.59,2022-06-15T12:08:06.773962,0
cliente87F264,Débito,1721.33,11109.37,9388.04,2025-07-25T06:30:56.441031,0
cliente542A5E,Saque,388.37,7804.54,7416.17,2023-02-25T09:21:13.543756,0
clienteAC8A28,PIX,2392.02,10073.42,7681.4,2022-11-15T22:45:12.043855,0
cliente5CFE2A,Saque,4908.48,8876.59,3968.11,2024-12-19T02:57:02.184152,0
cliente6594AC,Crédito,2900.49,11830.63,8930.14,2022-04-24T02:26:43.319675,0
cliente000361,Crédito,2165.44,7687.12,5521.68,2023-04-01T15:08:21.016432,0
clienteE52937,Crédito,3253.48,7869.77,4616.29,2025-12-17T00:13:20.605724,0
clienteBF3DE4,PIX,2042.85,3016.2,973.35,2023-12-12T08:53:14.759420,0
clienteDA11DE,Débito,4525.3,6759.01,2233.71,2022-02-10T04:43:01.588069,0
cliente80FF4B,PIX,4350.82,9204.24,4853.42,2022-02-08T17:27:33.696398,0
cliente01CB7C,Saque,2533.41,3013.18,479.77,2023-09-05T23:50:53.760754,0
cliente81C035,Débito,1429.82,4320.37,2890.55,2025-12-14T06:20:47.898474,0
cliente95202A,Saque,155.93,6921.5,6765.57,2024-07-08T17:05:14.986274,0
cliente8A6980,Débito,239.6,9798.26,9558.66,2022-12-14T08:19:28.732417,0
cliente19B3A8,Débito,1339.15,11178.63,9839.48,2024-03-17T07:37:08.897863,0
cliente7E79FB,Saque,783.42,9856.22,9072.8,2022-05-18T07:10:23.046022,0
cliente1C20EC,Saque,2757.62,6691.82,3934.2,2024-12-09T09:05:09.470253,0
cliente696CCD,PIX,3685.97,7447.09,3761.12,2023-08-18T03:38:58.587908,0
cliente05961E,Saque,3959.76,13349.3,9389.54,2024-01-28T14:57:44.838937,0
clienteE60A55,Crédito,574.17,5492.99,4918.82,2024-02-28T20:01:55.923765,0
cliente0DECC4,Saque,4496.11,5449.23,953.12,2022-04-27T00:19:21.282805,0
cliente45B692,Crédito,3764.38,9645.62,5881.24,2024-03-11T09:15:37.741169,0
cliente58C86E,Crédito,4763.84,8787.92,4024.08,2024-07-30T12:01:51.534910,0
clienteDC436C,PIX,3151.4,6438.86,3287.46,2025-02-23T07:42:22.828281,0
clienteCEB0F6,Débito,1260.39,5138.78,3878.39,2024-05-13T08:06:05.167960,0
cliente7234B6,PIX,2339.71,5362.17,3022.46,2024-09-03T15:24:46.020103,1
cliente9899A3,Débito,2197.71,3795.7,1597.99,2025-05-31T05:04:32.081702,0
clienteD6DB77,Débito,2005.51,3000.86,995.35,2024-05-05T02:35:19.293173,0
clienteB5AD74,PIX,3188.29,11618.0,8429.71,2023-01-07T03:40:49.872037,0
clienteDFA2E6,Saque,120.71,1308.7,1187.99,2025-12-12T21:50:05.820713,0
cliente11311F,PIX,2205.9,7958.36,5752.46,2024-02-19T11:11:55.198740,0
cliente0AFBBF,PIX,933.86,1940.47,1006.61,2023-01-04T21:34:27.170927,0
cliente1837E0,Crédito,2189.57,10009.85,7820.28,2023-03-03T04:41:51.506581,0
cliente01DE85,Crédito,3776.31,5156.46,1380.15,2024-11-22T15:23:47.258126,0
cliente72176C,Saque,150.73,6731.04,6580.31,2025-02-06T11:08:56.391994,0
cliente30326C,PIX,3021.23,9518.69,6497.46,2023-07-11T00:33:26.238158,1
cliente57FDDB,Crédito,4184.79,10850.09,6665.3,2024-10-01T20:19:24.414850,0
clienteB51DDA,Saque,2085.83,3698.15,1612.32,2024-03-18T22:29:39.497008,0
cliente98EA86,Débito,3624.45,5017.1,1392.65,2024-11-04T07:39:27.269998,0
cliente31AB1C,Saque,1316.54,3390.19,2073.65,2024-10-02T09:30:17.055129,0
cliente966F76,Débito,4728.72,12911.52,8182.8,2025-01-08T23:10:41.478151,0
cliente49DA7A,PIX,3309.05,11259.96,7950.91,2025-05-11T00:34:17.964253,1
clienteA84464,Crédito,3307.07,3949.97,642.9,2023-06-29T05:19:14.869016,0
cliente9361D6,Crédito,1479.02,4081.92,2602.9,2022-02-28T03:27:31.905704,1
cliente658653,Saque,3191.35,4944.11,1752.76,2023-09-08T10:33:58.544042,0
cliente4CC99E,Saque,3150.31,12879.4,9729.09,2025-12-18T09:31:53.591035,0
cliente3B5171,PIX,2558.43,6046.51,3488.08,2024-06-20T20:26:34.750721,0
cliente2F26B2,Crédito,188.47,7830.88,7642.41,2022-01-14T02:08:33.817003,0
cliente839E46,Débito,2107.39,7628.59,5521.2,2023-02-24T01:36:13.345464,0
cliente2B3A95,Débito,2156.95,4936.96,2780.01,2023-07-12T06:55:43.340860,0
cliente648957,PIX,1992.26,4190.04,2197.78,2025-11-23T15:09:39.126886,0
clienteD541CB,PIX,3956.51,5019.7,1063.19,2024-03-16T21:19:12.603212,0
clienteB30644,Débito,1765.99,5206.87,3440.88,2024-02-14T18:31:36.869582,0
cliente2C80D5,PIX,1396.91,11289.48,9892.57,2024-05-25T01:46:31.805609,0
cliente7E4A0F,Crédito,2506.34,10829.49,8323.15,2023-03-28T19:55:55.770940,0
cliente4DF021,Crédito,3541.6,4809.54,1267.94,2025-02-23T08:00:57.413239,0
cliente83D997,PIX,1075.37,7887.73,6812.36,2024-11-10T00:36:20.629143,0
cliente0B0EC3,Saque,2326.34,9089.81,6763.47,2024-10-11T10:38:44.082547,0
clienteC103D8,Saque,1975.27,3949.37,1974.1,2022-10-13T21:14:29.521789,0
clienteF6ACB3,Crédito,3650.9,11228.58,7577.68,2024-04-07T10:15:27.881913,0
cliente164EF0,Saque,4502.23,7921.73,3419.5,2024-06-28T12:24:32.820755,0
cliente59EE4F,Saque,3811.53,4191.89,380.36,2022-10-19T14:06:32.282301,1
cliente0B61E8,Crédito,1484.87,11364.08,9879.21,2024-07-30T12:14:46.197133,0
clienteE945B4,PIX,162.06,1385.97,1223.91,2024-06-03T03:51:10.459918,1
clienteB2FD72,Saque,2979.74,10132.48,7152.74,2025-12-13T07:33:57.775467,0
clienteF371D4,PIX,1891.09,7192.48,5301.39,2024-05-05T12:09:40.383793,1
cliente2F51B5,Saque,3745.75,13578.66,9832.91,2025-07-01T15:36:52.674681,0
cliente0F5FB5,Débito,2929.38,3497.33,567.95,2024-03-16T13:00:02.771549,0
clienteE79FE4,Débito,1378.28,1615.04,236.76,2023-09-21T05:08:50.251700,0
cliente003329,PIX,544.25,7382.16,6837.91,2024-10-28T13:31:21.801083,0
clienteE9B7DA,Crédito,4923.7,7394.18,2470.48,2022-02-07T04:38:52.912420,0
cliente2F1F17,Saque,1651.16,3328.88,1677.72,2025-07-18T09:08:14.772782,0
clienteCDB651,Crédito,102.67,9741.95,9639.28,2022-12-13T00:00:44.896942,0
cliente006B7B,Crédito,1448.29,10010.42,8562.13,2023-08-13T07:36:22.901055,0
cliente6425D5,Saque,2338.12,6129.31,3791.19,2023-01-13T17:48:13.064577,0
clienteD268BF,Débito,1318.93,7484.71,6165.78,2022-01-12T09:38:19.803034,0
cliente0F6AD7,PIX,3783.78,5428.59,1644.81,2022-04-29T23:12:51.791148,0
clienteF6F868,Débito,4021.55,11104.84,7083.29,2025-08-28T12:53:55.467042,0
cliente2962EA,Saque,282.18,9751.26,9469.08,2025-10-25T18:28:26.395975,0
cliente20DFF1,PIX,2998.65,3282.55,283.9,2022-12-12T23:49:24.136248,0
cliente01A6C9,Débito,2235.82,3422.58,1186.76,2023-03-17T02:19:14.183569,0
cliente6F2555,PIX,1678.76,3112.92,1434.16,2024-04-30T07:46:06.629528,0
clienteD613FE,Saque,4805.96,12598.17,7792.21,2022-01-25T05:47:42.981908,0
cliente879EE7,Saque,4937.7,10990.88,6053.18,2024-07-26T06:53:36.743740,0
cliente86E1B4,Crédito,4298.57,10578.08,6279.51,2022-07-03T15:34:58.371353,0
cliente32A547,Saque,2597.08,6247.44,3650.36,2022-08-25T10:20:13.140592,0
cliente2FF131,Débito,4893.19,11095.78,6202.59,2022-10-14T12:28:12.455137,0
clienteC569B2,Débito,2589.06,5903.8,3314.74,2024-06-02T00:42:48.331980,0
clienteA84282,Saque,2484.77,6389.68,3904.91,2022-09-16T08:57:28.375963,0
clienteF54DA3,PIX,1925.87,3873.58,1947.71,2024-12-30T19:58:40.931652,1
cliente8D2C58,Débito,1195.13,4779.39,3584.26,2022-06-06T02:35:56.780374,0
cliente7EE05F,PIX,544.93,805.48,260.55,2024-04-12T22:46:48.401703,0
clienteD44FEB,Débito,3671.5,6836.47,3164.97,2024-09-20T05:26:31.649593,0
clienteDA47A9,Saque,2632.88,10229.02,7596.14,2024-07-09T19:56:04.519030,1
cliente2E54D0,Crédito,3362.43,6843.93,3481.5,2025-09-02T23:36:21.105353,0
cliente0EEE07,Débito,1552.04,10519.36,8967.32,2024-04-21T17:10:41.126071,0
cliente8F1278,Saque,1273.87,2714.87,1441.0,2023-10-18T10:15:25.271984,0
cliente73CE0F,Débito,543.41,9559.36,9015.95,2025-08-15T06:14:52.479990,0
cliente71A2E9,Saque,741.78,10526.47,9784.69,2022-04-10T14:01:46.608028,0
clienteA99AC9,Saque,3343.32,8662.88,5319.56,2023-01-31T17:35:54.229287,0
clienteD5F499,Saque,1779.21,4514.29,2735.08,2024-01-31T00:13:49.827864,0
clienteFDD2DB,Débito,4835.13,10834.27,5999.14,2023-01-02T10:18:24.140990,0
clienteBD8BC9,Crédito,1219.14,4615.01,3395.87,2022-02-21T14:49:44.318920,0
clienteCA54BE,Crédito,2653.06,6105.49,3452.43,2024-08-08T07:17:08.321904,0
cliente2C49DB,PIX,1645.51,7471.84,5826.33,2023-03-11T08:44:50.087351,0
cliente336DE6,Saque,990.38,9054.65,8064.27,2024-02-23T07:08:45.464251,0
cliente9A2A72,Saque,2899.7,7007.09,4107.39,2022-12-09T08:27:37.040529,1
clienteA2C74D,Crédito,543.22,10138.86,9595.64,2022-06-16T06:13:22.138759,0
cliente48AD0F,Crédito,1383.74,10413.46,9029.72,2023-11-28T07:32:59.879175,0
clienteF43801,Débito,749.18,3236.46,2487.28,2022-07-12T06:08:41.297287,0
cliente3466E9,Saque,4289.36,10596.23,6306.87,2025-09-09T13:58:54.203553,0
cliente563EB1,Débito,409.83,2576.77,2166.94,2022-12-09T10:49:55.158540,1
cliente63375F,PIX,2862.22,6163.45,3301.23,2024-02-24T09:46:54.137801,0
cliente10C26A,Débito,3584.35,13524.98,9940.63,2023-12-23T01:49:47.518117,0
cliente7D9D03,Crédito,4837.4,6740.83,1903.43,2022-05-18T23:11:43.034067,0
cliente5CE55E,Débito,4104.89,10565.19,6460.3,2022-06-12T04:09:43.885992,0
cliente1826EC,Débito,1771.88,2168.17,396.29,2025-09-29T02:54:19.093078,0
clienteCE1F21,Débito,145.33,1980.8,1835.47,2023-03-13T00:09:19.073335,1
clienteF23C32,Débito,2851.44,8966.86,6115.42,2025-06-06T21:41:31.461387,0
cliente1A0269,Crédito,1881.32,2333.2,451.88,2022-06-18T23:34:32.168982,0
cliente5E34CC,Crédito,4693.01,11033.92,6340.91,2025-10-21T22:10:46.414035,0
cliente481B55,Crédito,2210.48,4956.05,2745.57,2022-03-27T20:55:25.736715,0
clienteD68F84,Crédito,1034.95,1424.32,389.37,2023-12-17T11:05:53.243677,0
cliente1088CE,Saque,746.21,1505.5,759.29,2022-08-04T20:01:53.639940,0
clienteC335E1,Saque,4563.94,9717.49,5153.55,2025-01-19T21:38:29.388376,1
clienteDA6648,Saque,2401.03,8880.17,6479.14,2025-01-04T09:55:20.877041,0
clienteB8E99C,PIX,1604.65,2022.83,418.18,2022-10-13T01:47:47.125565,0
cliente8781E4,Saque,3140.52,3688.61,548.09,2024-09-29T21:34:54.470282,0
cliente46F223,Débito,3201.33,12897.14,9695.81,2025-07-26T04:13:09.614251,0
cliente30EDB1,Débito,4589.29,4873.7,284.41,2023-07-19T19:44:51.108474,0
clienteFB31BF,Crédito,3789.1,5039.81,1250.71,2023-12-05T03:43:08.631956,0
clienteAE83BA,Saque,183.0,7694.86,7511.86,2022-11-13T15:07:45.754426,0
cliente4D1F74,PIX,2778.49,9894.02,7115.53,2024-07-28T12:35:04.336215,0
cliente496B3D,Crédito,4672.26,13296.94,8624.68,2025-03-02T04:07:57.479588,0
cliente5B3213,Crédito,4323.83,6156.29,1832.46,2024-02-27T20:04:20.886965,0
cliente024851,PIX,1247.33,11043.29,9795.96,2023-11-01T23:17:15.385173,1
clienteF8FA8D,PIX,1924.44,9392.53,7468.09,2022-07-04T13:37:18.016363,0
cliente104C90,PIX,2245.11,9480.25,7235.14,2025-11-28T08:50:11.135946,0
cliente721053,Saque,2978.92,4236.64,1257.72,2025-04-17T14:51:37.859850,0
cliente84A429,Saque,2771.82,11121.04,8349.22,2024-03-03T04:33:20.827424,1
cliente67C524,Crédito,279.91,6056.8,5776.89,2024-05-12T13:46:23.217148,0
cliente3AA074,Saque,3087.24,11499.55,8412.31,2024-01-23T06:20:58.326255,0
cliente7E8744,Crédito,2969.52,7958.19,4988.67,2023-05-02T10:58:50.459281,0
cliente6EE8BF,PIX,52.22,95.44,43.22,2023-06-04T09:33:08.121087,1
cliente43C1B3,PIX,897.04,6621.88,5724.84,2025-03-24T21:52:12.620022,0
cliente5D68F3,Crédito,399.56,4059.81,3660.25,2022-12-25T23:33:20.296348,0
clienteE9E1E3,Débito,3275.52,11549.98,8274.46,2023-09-20T22:42:55.915114,0
cliente8B2A0D,PIX,1550.6,10854.98,9304.38,2022-07-07T08:29:22.752069,0
cliente8D8337,Crédito,1034.44,10289.67,9255.23,2025-03-23T01:51:42.168862,1
cliente0EECB3,Saque,1373.51,1600.98,227.47,2022-04-29T10:29:38.434252,0
cliente766D47,PIX,2026.12,6988.02,4961.9,2025-09-08T02:39:46.557769,0
cliente46DD35,Débito,4335.44,9916.94,5581.5,2025-10-17T16:38:32.940377,0
clienteF4EBF2,Débito,1856.53,4951.4,3094.87,2025-03-30T03:55:59.604215,1
cliente284F4F,Débito,4077.82,7801.15,3723.33,2022-11-27T02:29:59.212602,0
cliente335963,Crédito,581.31,4000.77,3419.46,2023-10-07T15:30:33.167469,0
cliente299BB5,PIX,416.55,10193.52,9776.97,2023-11-16T14:13:46.113770,0
clienteD735A7,Crédito,3499.79,6573.54,3073.75,2025-03-14T09:19:58.490584,0
cliente5AEECB,Crédito,2361.03,4046.95,1685.92,2024-09-16T13:59:27.065840,0
clienteC2CEB5,Débito,2948.6,5278.92,2330.32,2023-07-17T07:27:50.815461,0
cliente0D490D,Débito,1393.6,6928.72,5535.12,2025-03-17T01:43:34.449164,0
cliente08B342,PIX,3227.12,10729.86,7502.74,2022-03-25T15:03:53.280250,0
clienteD74155,PIX,517.28,2718.27,2200.99,2024-01-13T03:51:31.981772,0
clienteA5FF56,Saque,1119.98,4960.39,3840.41,2024-08-19T06:20:11.460388,0
cliente72C582,Débito,1382.12,10553.29,9171.17,2022-08-23T20:42:00.622096,0
cliente3C8D24,Crédito,206.37,3552.28,3345.91,2025-02-27T21:31:32.231748,0
clienteD14045,Crédito,1909.74,2358.18,448.44,2023-07-18T01:44:09.265278,0
cliente334EF7,Saque,3029.75,8343.39,5313.64,2024-03-05T02:50:18.962637,0
cliente82ACF8,PIX,1494.51,5027.64,3533.13,2023-06-18T11:44:09.988983,0
clienteA1D198,Crédito,3447.85,6223.58,2775.73,2022-05-04T12:20:39.313161,0
cliente696520,PIX,2508.51,3103.3,594.79,2022-12-05T07:51:51.678260,0
cliente9254BF,Saque,4681.28,8011.57,3330.29,2024-09-02T07:18:13.554611,0
cliente453ABF,Crédito,2064.54,5675.02,3610.48,2023-10-08T05:02:52.481469,0
cliente39527B,Crédito,4595.2,5030.89,435.69,2025-04-05T04:32:25.487280,1
clienteB98431,Saque,354.74,7082.02,6727.28,2023-06-24T10:09:04.511587,0
cliente941FE1,PIX,3298.38,3820.8,522.42,2022-10-11T07:07:03.628675,0
cliente4B2053,Crédito,1110.58,7175.65,6065.07,2023-06-17T06:52:39.739499,0
clienteA99111,PIX,594.35,8929.35,8335.0,2024-06-09T11:58:26.914766,0
clienteAEFEF5,Débito,3649.24,13465.47,9816.23,2022-02-13T07:22:46.645221,1
cliente111ACA,Débito,4755.01,9550.12,4795.11,2024-07-11T05:02:05.158568,1
clienteB4DF57,Crédito,3832.46,8678.73,4846.27,2023-03-31T05:49:28.973703,0
cliente7E0B26,Saque,1705.77,2330.11,624.34,2022-04-21T23:32:45.769762,0
cliente1E899D,Crédito,3034.78,4710.17,1675.39,2023-08-26T07:15:44.857561,0
clienteBC0AA0,PIX,3408.68,11785.48,8376.8,2024-05-30T08:52:35.138316,0
cliente963A16,Crédito,3970.49,11853.46,7882.97,2022-04-18T13:12:00.192485,0
cliente8E0898,Crédito,4335.28,5985.17,1649.89,2024-05-16T22:26:53.169540,0
clienteA95586,Saque,888.08,5725.12,4837.04,2022-03-01T21:14:48.852602,0
cliente710970,PIX,887.74,5705.47,4817.73,2024-09-23T19:09:18.249871,0
cliente3E74F4,Débito,785.51,2106.36,1320.85,2025-10-18T05:24:25.449024,0
cliente16ADC7,Débito,4057.42,11197.42,7140.0,2022-09-03T15:04:10.645664,0
cliente2D1B54,Crédito,208.96,2907.55,2698.59,2024-03-04T14:53:13.106763,0
cliente44D095,PIX,436.38,7186.04,6749.66,2024-05-19T23:56:16.591950,1
clienteCFA98F,Débito,3770.88,3945.35,174.47,2023-07-30T14:18:12.875581,0
clienteAD9F46,Crédito,1261.62,1687.87,426.25,2022-12-08T06:12:54.168203,0
clienteDE9FFF,Débito,4666.22,6570.25,1904.03,2025-11-15T13:17:42.518648,0
cliente052DC8,Crédito,4648.45,14055.7,9407.25,2025-12-13T19:00:40.378288,0
cliente9A9EC4,Saque,1332.88,6851.28,5518.4,2025-10-31T14:49:48.786632,0
clienteC5DB36,Débito,206.0,1530.75,1324.75,2024-05-15T18:01:04.150010,1
clienteB3A579,Débito,2054.58,5838.49,3783.91,2024-05-21T03:19:46.851001,0
cliente3FA3AF,Saque,2674.81,12309.46,9634.65,2022-05-07T16:03:17.746222,0
clienteCE812D,Saque,2517.64,12466.84,9949.2,2022-04-14T09:27:20.633372,0
clienteE06859,PIX,4505.68,12057.92,7552.24,2022-07-26T02:15:31.850517,1
clienteEDBC2E,Saque,1306.49,11229.44,9922.95,2024-09-09T21:20:20.932811,0
cliente5BE9F5,Débito,1746.41,8719.75,6973.34,2023-12-12T18:22:23.104437,0
cliente84D2EE,Débito,1421.55,8586.33,7164.78,2023-11-23T13:00:51.844831,0
cliente9E71C4,Saque,3315.98,8341.01,5025.03,2025-06-02T22:03:56.721246,0
clienteB4A3DD,Débito,933.01,3909.46,2976.45,2023-04-12T15:33:50.541642,0
cliente19C6DD,PIX,4991.58,8872.71,3881.13,2024-09-03T17:32:07.628637,0
clienteA572FD,Saque,745.35,6477.61,5732.26,2025-10-01T00:15:01.265163,0
clienteCD00C5,Crédito,3641.92,11297.54,7655.62,2024-09-21T03:04:21.580258,0
clienteE93C36,Crédito,258.84,4062.52,3803.68,2024-10-13T22:24:58.103775,0
cliente4AB44E,PIX,2176.32,4021.57,1845.25,2023-02-10T18:12:33.084750,0
cliente8B3DFD,PIX,1801.24,2425.57,624.33,2022-11-09T05:30:11.903538,0
cliente805186,Débito,650.8,10288.03,9637.23,2025-08-08T06:02:26.282973,0
clienteBE00CE,Crédito,2936.49,4511.94,1575.45,2025-09-22T09:55:13.080816,0
cliente363C1C,Crédito,3985.28,6277.45,2292.17,2022-08-07T16:25:30.488725,0
cliente01732F,Débito,707.84,6201.66,5493.82,2022-07-13T04:36:22.511075,0
cliente4FB157,PIX,371.01,1418.49,1047.48,2023-11-05T14:31:35.218730,0
cliente6F6E6A,Saque,217.13,1653.99,1436.86,2025-11-07T21:12:25.619645,0
clienteE02F5C,Crédito,4005.12,7962.69,3957.57,2023-09-29T09:21:05.624325,0
cliente2ADA99,Débito,4731.4,8577.23,3845.83,2024-09-17T04:53:16.004788,1
clienteC99895,Saque,2667.88,7294.82,4626.94,2025-09-06T20:50:55.918959,0
clienteEA7074,PIX,516.96,4580.57,4063.61,2024-03-17T03:10:03.950370,0
cliente638118,Débito,4437.37,4765.7,328.33,2025-01-24T07:41:30.291050,0
clienteE07453,Saque,1753.36,6999.47,5246.11,2023-09-25T18:50:21.936954,0
clienteDAC512,PIX,4585.36,7124.65,2539.29,2024-06-29T14:55:41.516572,0
cliente4848B4,PIX,3584.3,12806.8,9222.5,2025-12-09T00:32:14.865073,0
cliente987360,Saque,4326.3,13541.08,9214.78,2022-07-16T06:13:27.295109,0
clienteCA79F5,PIX,584.42,7881.7,7297.28,2024-10-18T03:09:23.106491,0
clienteD16668,PIX,965.45,10673.12,9707.67,2022-07-29T23:38:52.527163,0
cliente12B87B,PIX,1814.85,3355.38,1540.53,2024-03-09T06:55:51.758339,0
cliente326FE8,PIX,3312.75,7661.64,4348.89,2025-04-13T02:03:08.029425,0
clienteC2C48C,Débito,3089.41,8590.73,5501.32,2023-01-19T19:07:00.072029,0
cliente75087F,PIX,2514.91,5437.61,2922.7,2024-11-17T06:08:22.555291,0
cliente4F3EF1,PIX,4952.47,11539.83,6587.36,2022-09-12T14:11:34.592241,0
cliente201CFE,Saque,2746.87,9306.11,6559.24,2025-07-01T18:26:30.603506,0
cliente010569,Débito,3539.47,8953.22,5413.75,2022-09-18T14:19:31.849356,0
cliente36CC6E,Crédito,849.34,4411.29,3561.95,2025-01-09T16:27:17.300641,0
cliente972A91,PIX,4768.13,5421.91,653.78,2022-07-03T15:48:25.500583,0
cliente920498,PIX,866.07,7921.25,7055.18,2025-12-14T23:57:31.442431,0
cliente7E5694,Crédito,2560.54,11298.17,8737.63,2022-12-12T17:52:52.531009,0
cliente9171F5,Débito,80.22,2962.84,2882.62,2025-01-30T12:17:32.475253,0
cliente7D5195,PIX,1769.44,6417.66,4648.22,2023-09-09T17:41:48.128314,0
clienteCEB25D,PIX,3040.58,10282.74,7242.16,2022-03-06T13:13:26.488255,0
cliente6038AD,Débito,1947.12,10615.73,8668.61,2023-01-27T23:45:49.589310,1
cliente9075B9,PIX,798.62,7665.01,6866.39,2025-10-25T13:02:08.944930,0
clienteBA62F9,Saque,1822.42,9280.45,7458.03,2025-12-08T19:23:42.153571,0
cliente8F87D0,Débito,1495.28,8688.63,7193.35,2024-04-20T09:23:03.239732,0
clienteF4739D,PIX,3573.06,11961.78,8388.72,2022-08-05T16:15:14.134422,0
cliente59F59A,PIX,4094.76,5877.43,1782.67,2025-03-27T09:46:02.506417,0
cliente2A05B4,Saque,1267.38,4847.8,3580.42,2025-11-28T15:14:47.589294,0
clienteB1B6A4,PIX,29.79,3777.12,3747.33,2023-12-14T05:52:06.404803,0
clienteBC09C5,Saque,4273.84,8313.33,4039.49,2022-07-26T01:29:38.137666,0
cliente76C60E,Débito,482.09,1731.25,1249.16,2022-07-21T20:32:44.213309,0
cliente16FB48,Crédito,218.53,9171.25,8952.72,2022-11-21T20:23:25.483386,0
cliente81A4DC,Saque,2450.81,11652.93,9202.12,2024-09-23T23:39:28.248768,1
cliente4C0934,PIX,4563.17,7989.33,3426.16,2022-12-30T11:12:10.339487,0
cliente1EEEC3,Débito,3330.44,12985.24,9654.8,2024-08-18T22:07:07.147551,0
clienteF86978,Crédito,3599.44,10667.19,7067.75,2023-09-22T13:50:09.539078,0
cliente6FEAFA,PIX,2007.27,11079.28,9072.01,2022-11-03T01:34:47.186670,0
clienteE5B306,PIX,2937.58,5223.18,2285.6,2024-04-26T08:02:49.300711,0
clienteAD39AE,Débito,3710.73,10964.16,7253.43,2023-09-15T15:34:21.322261,1
clienteB513D2,Crédito,1139.57,2212.78,1073.21,2025-05-09T02:05:33.493982,1
cliente3F606A,Crédito,1421.78,10864.26,9442.48,2022-02-17T22:34:55.658599,0
cliente248410,Débito,4303.8,6052.07,1748.27,2022-03-22T21:52:18.505545,1
cliente77B476,Débito,1625.8,6132.43,4506.63,2025-12-02T02:27:32.105911,0
cliente5A683D,Saque,2291.48,3600.84,1309.36,2024-03-29T12:59:47.837187,0
cliente7ED118,Débito,1558.04,6684.28,5126.24,2025-01-02T05:58:34.298032,1
cliente9B6B5A,Débito,192.04,3395.45,3203.41,2024-10-07T10:10:20.439023,0
cliente00D78F,PIX,1449.4,9834.8,8385.4,2024-04-28T14:47:10.034515,0
cliente259E8A,PIX,2001.18,9422.58,7421.4,2025-04-09T03:22:27.258863,0
clienteFB40B5,Crédito,395.77,9512.41,9116.64,2024-09-17T11:45:59.443126,0
clienteCC4962,Crédito,262.55,5570.25,5307.7,2025-07-31T11:50:56.994517,1
cliente69D085,Débito,3630.26,9581.72,5951.46,2022-08-26T13:44:14.490850,1
cliente016C44,Saque,4100.51,10019.91,5919.4,2022-02-13T06:56:59.070214,0
cliente51957B,Débito,4770.99,10744.84,5973.85,2022-06-20T04:24:06.340709,1
clienteCB09B4,Débito,3162.42,8143.39,4980.97,2025-12-06T23:58:48.778838,0
clienteCE9A46,Saque,3711.84,5923.21,2211.37,2022-06-10T20:24:26.431461,0
clienteD6DEE2,Saque,2525.32,7413.33,4888.01,2024-03-29T05:06:49.880588,0
cliente80DA1A,Saque,1792.9,4714.88,2921.98,2023-04-26T01:41:15.698460,0
cliente62697E,PIX,3783.71,5586.36,1802.65,2022-10-05T13:04:31.497525,0
cliente6C6406,Saque,1299.52,4034.86,2735.34,2024-08-20T09:16:34.895264,0
cliente935FCE,Saque,2931.3,10600.43,7669.13,2025-04-01T06:00:51.655364,0
clienteB26587,Saque,3058.53,8120.45,5061.92,2025-06-06T07:39:46.274486,0
cliente70494D,PIX,2678.67,3481.56,802.89,2022-08-09T17:55:20.668325,0
cliente15103A,Débito,1836.83,11087.87,9251.04,2025-03-15T11:49:02.799147,0
cliente06608E,Saque,3808.71,5232.56,1423.85,2025-01-26T03:45:26.251509,0
cliente6128C7,PIX,1085.96,3822.97,2737.01,2025-09-18T23:49:38.108259,0
cliente7E54F2,Crédito,631.27,1594.68,963.41,2023-06-27T15:54:42.858812,0
cliente3DF25C,Débito,751.45,8690.73,7939.28,2023-07-30T23:55:34.313792,1
clienteAE4EC3,PIX,2994.96,11213.81,8218.85,2022-11-04T15:33:36.518899,0
cliente72681F,Débito,3734.45,6419.7,2685.25,2023-02-26T05:30:31.226106,0
cliente02B920,Saque,3784.77,13631.25,9846.48,2024-03-30T02:13:58.953460,0
cliente288C62,Crédito,1516.95,5380.84,3863.89,2022-02-10T01:10:22.267922,0
cliente4D0570,Crédito,3150.23,3903.52,753.29,2025-02-18T03:46:11.169321,0
clienteACC4EE,PIX,1285.91,2698.38,1412.47,2025-02-15T12:10:35.488364,0
cliente90DC57,Saque,3215.37,7938.0,4722.63,2024-02-23T21:17:18.012750,0
cliente7CA2C0,Débito,3011.39,6105.98,3094.59,2022-06-04T19:32:53.693217,0
cliente6048DF,Débito,4019.21,13534.37,9515.16,2025-09-17T04:52:11.510926,0
